form,root
friedet ein,einfrieden
friede ein,einfrieden
eingefriedet,einfrieden
friedest ein,einfrieden
friedet ein,einfrieden
friedete ein,einfrieden
schlussfolgerte,schlussfolgern
schlussfolgere,schlussfolgern
schlussfolgert,schlussfolgern
schlussfolgere,schlussfolgern
geschlussfolgert,schlussfolgern
schlussfolgerst,schlussfolgern
schlussfolgert,schlussfolgern
schlussfolgerte,schlussfolgern
brüstete,brüsten
brüst,brüsten
brüstet,brüsten
brüste,brüsten
gebrüstet,brüsten
brüstest,brüsten
brüstet,brüsten
brüstete,brüsten
brennte ein,einbrennen
brenne ein,einbrennen
brennt ein,einbrennen
brenne ein,einbrennen
eingebrannt,einbrennen
brennst ein,einbrennen
brennt ein,einbrennen
brannte ein,einbrennen
überbackte,überbacken
überback,überbacken
überbackt,überbacken
überbacke,überbacken
überbacken,überbacken
überbackst,überbacken
überbackt,überbacken
überbackte,überbacken
schepperte,scheppern
schepper,scheppern
scheppert,scheppern
scheppere,scheppern
gescheppert,scheppern
schepperst,scheppern
scheppert,scheppern
schepperte,scheppern
griffe,greifen
greife,greifen
greift,greifen
greife,greifen
gegriffen,greifen
greifst,greifen
greift,greifen
griff,greifen
beunruhigte,beunruhigen
beunruhige,beunruhigen
beunruhigt,beunruhigen
beunruhige,beunruhigen
beunruhigt,beunruhigen
beunruhigst,beunruhigen
beunruhigt,beunruhigen
beunruhigte,beunruhigen
punzte,punzen
punz,punzen
punzt,punzen
punze,punzen
gepunzt,punzen
punzt,punzen
punzt,punzen
punzte,punzen
ignorierte,ignorieren
ignoriere,ignorieren
ignoriert,ignorieren
ignoriere,ignorieren
ignoriert,ignorieren
ignorierst,ignorieren
ignoriert,ignorieren
ignorierte,ignorieren
zwackte ab,abzwacken
zwack ab,abzwacken
zwackt ab,abzwacken
zwacke ab,abzwacken
abgezwackt,abzwacken
zwackst ab,abzwacken
zwackt ab,abzwacken
zwackte ab,abzwacken
muhte,muhen
muh,muhen
muht,muhen
muhe,muhen
gemuht,muhen
muhst,muhen
muht,muhen
muhte,muhen
klügelte,klügeln
klügel,klügeln
klügelt,klügeln
klügele,klügeln
geklügelt,klügeln
klügelst,klügeln
klügelt,klügeln
klügelte,klügeln
indizierte,indizieren
indiziere,indizieren
indiziert,indizieren
indiziere,indizieren
indiziert,indizieren
indizierst,indizieren
indiziert,indizieren
indizierte,indizieren
verabschiedete,verabschieden
verabschied,verabschieden
verabschiedet,verabschieden
verabschiede,verabschieden
verabschiedet,verabschieden
verabschiedest,verabschieden
verabschiedet,verabschieden
verabschiedete,verabschieden
forderte auf,auffordern
fordere auf,auffordern
fordert auf,auffordern
fordere auf,auffordern
aufgefordert,auffordern
forderst auf,auffordern
fordert auf,auffordern
forderte auf,auffordern
topfte um,umtopfen
topf um,umtopfen
topft um,umtopfen
topfe um,umtopfen
umgetopft,umtopfen
topfst um,umtopfen
topft um,umtopfen
topfte um,umtopfen
wickelte ein,einwickeln
wickle ein,einwickeln
wickelt ein,einwickeln
wickle ein,einwickeln
eingewickelt,einwickeln
wickelst ein,einwickeln
wickelt ein,einwickeln
wickelte ein,einwickeln
tauchte auf,auftauchen
tauche auf,auftauchen
taucht auf,auftauchen
tauche auf,auftauchen
aufgetaucht,auftauchen
tauchst auf,auftauchen
taucht auf,auftauchen
tauchte auf,auftauchen
änderte,ändern
ändere,ändern
ändert,ändern
ändere,ändern
geändert,ändern
änderst,ändern
ändert,ändern
änderte,ändern
inhalierte,inhalieren
inhalier,inhalieren
inhaliert,inhalieren
inhaliere,inhalieren
inhaliert,inhalieren
inhalierst,inhalieren
inhaliert,inhalieren
inhalierte,inhalieren
vertröstete,vertrösten
vertröst,vertrösten
vertröstet,vertrösten
vertröste,vertrösten
vertröstet,vertrösten
vertröstest,vertrösten
vertröstet,vertrösten
vertröstete,vertrösten
leimte zusammen,zusammenleimen
leim zusammen,zusammenleimen
leimt zusammen,zusammenleimen
leime zusammen,zusammenleimen
zusammengeleimt,zusammenleimen
leimst zusammen,zusammenleimen
leimt zusammen,zusammenleimen
leimte zusammen,zusammenleimen
pickte,picken
picke,picken
pickt,picken
picke,picken
gepickt,picken
pickst,picken
pickt,picken
pickte,picken
nötigte auf,aufnötigen
nötige auf,aufnötigen
nötigt auf,aufnötigen
nötige auf,aufnötigen
aufgenötigt,aufnötigen
nötigst auf,aufnötigen
nötigt auf,aufnötigen
nötigte auf,aufnötigen
akkumulierte,akkumulieren
akkumulier,akkumulieren
akkumuliert,akkumulieren
akkumuliere,akkumulieren
akkumuliert,akkumulieren
akkumulierst,akkumulieren
akkumuliert,akkumulieren
akkumulierte,akkumulieren
äße auf,aufessen
iss auf,aufessen
esst auf,aufessen
esse auf,aufessen
aufgegessen,aufessen
isst auf,aufessen
isst auf,aufessen
aß auf,aufessen
belaberte,belabern
belabere,belabern
belabert,belabern
belabere,belabern
belabert,belabern
belaberst,belabern
belabert,belabern
belaberte,belabern
pilgerte,pilgern
pilgere,pilgern
pilgert,pilgern
pilgere,pilgern
gepilgert,pilgern
pilgerst,pilgern
pilgert,pilgern
pilgerte,pilgern
rallte,rallen
rall,rallen
rallt,rallen
ralle,rallen
gerallt,rallen
rallst,rallen
rallt,rallen
rallte,rallen
bestimmte mit,mitbestimmen
bestimm mit,mitbestimmen
bestimmt mit,mitbestimmen
bestimme mit,mitbestimmen
mitbestimmt,mitbestimmen
bestimmst mit,mitbestimmen
bestimmt mit,mitbestimmen
bestimmte mit,mitbestimmen
zeichnete auf,aufzeichnen
zeichne auf,aufzeichnen
zeichnet auf,aufzeichnen
zeichne auf,aufzeichnen
aufgezeichnet,aufzeichnen
zeichnest auf,aufzeichnen
zeichnet auf,aufzeichnen
zeichnete auf,aufzeichnen
sagte vorher,vorhersagen
sag vorher,vorhersagen
sagt vorher,vorhersagen
sage vorher,vorhersagen
vorhergesagt,vorhersagen
sagst vorher,vorhersagen
sagt vorher,vorhersagen
sagte vorher,vorhersagen
besoldete,besolden
besold,besolden
besoldet,besolden
besolde,besolden
besoldet,besolden
besoldest,besolden
besoldet,besolden
besoldete,besolden
spawnte,spawnen
spawne,spawnen
spawnt,spawnen
spawne,spawnen
gespawnt,spawnen
spawnst,spawnen
spawnt,spawnen
spawnte,spawnen
zöge an,anziehen
zieh an,anziehen
zieht an,anziehen
ziehe an,anziehen
angezogen,anziehen
ziehst an,anziehen
zieht an,anziehen
zog an,anziehen
betäte,betun
betu,betun
betut,betun
betue,betun
betan,betun
betust,betun
betut,betun
betat,betun
bewerkstelligte,bewerkstelligen
bewerkstellig,bewerkstelligen
bewerkstelligt,bewerkstelligen
bewerkstellige,bewerkstelligen
bewerkstelligt,bewerkstelligen
bewerkstelligst,bewerkstelligen
bewerkstelligt,bewerkstelligen
bewerkstelligte,bewerkstelligen
operierte,operieren
operiere,operieren
operiert,operieren
operiere,operieren
operiert,operieren
operierst,operieren
operiert,operieren
operierte,operieren
ehrte,ehren
ehre,ehren
ehrt,ehren
ehre,ehren
geehrt,ehren
ehrst,ehren
ehrt,ehren
ehrte,ehren
fotografierte ab,abfotografieren
fotografiere ab,abfotografieren
fotografiert ab,abfotografieren
fotografiere ab,abfotografieren
abfotografiert,abfotografieren
fotografierst ab,abfotografieren
fotografiert ab,abfotografieren
fotografierte ab,abfotografieren
textete zu,zutexten
texte zu,zutexten
textet zu,zutexten
texte zu,zutexten
zugetextet,zutexten
textest zu,zutexten
textet zu,zutexten
textete zu,zutexten
fügte zusammen,zusammenfügen
füg zusammen,zusammenfügen
fügt zusammen,zusammenfügen
füge zusammen,zusammenfügen
zusammengefügt,zusammenfügen
fügst zusammen,zusammenfügen
fügt zusammen,zusammenfügen
fügte zusammen,zusammenfügen
sondierte,sondieren
sondiere,sondieren
sondiert,sondieren
sondiere,sondieren
sondiert,sondieren
sondierst,sondieren
sondiert,sondieren
sondierte,sondieren
bügelte auf,aufbügeln
bügel auf,aufbügeln
bügelt auf,aufbügeln
bügel auf,aufbügeln
aufgebügelt,aufbügeln
bügelst auf,aufbügeln
bügelt auf,aufbügeln
bügelte auf,aufbügeln
etablierte,etablieren
etablier,etablieren
etabliert,etablieren
etabliere,etablieren
etabliert,etablieren
etablierst,etablieren
etabliert,etablieren
etablierte,etablieren
formte ab,abformen
form ab,abformen
formt ab,abformen
forme ab,abformen
abgeformt,abformen
formst ab,abformen
formt ab,abformen
formte ab,abformen
stilisierte,stilisieren
stilisier,stilisieren
stilisiert,stilisieren
stilisiere,stilisieren
stilisiert,stilisieren
stilisierst,stilisieren
stilisiert,stilisieren
stilisierte,stilisieren
vertilgte,vertilgen
vertilge,vertilgen
vertilgt,vertilgen
vertilge,vertilgen
vertilgt,vertilgen
vertilgst,vertilgen
vertilgt,vertilgen
vertilgte,vertilgen
kapitulierte,kapitulieren
kapitulier,kapitulieren
kapituliert,kapitulieren
kapituliere,kapitulieren
kapituliert,kapitulieren
kapitulierst,kapitulieren
kapituliert,kapitulieren
kapitulierte,kapitulieren
gewönne zurück,zurückgewinnen
gewinn zurück,zurückgewinnen
gewinnt zurück,zurückgewinnen
gewinne zurück,zurückgewinnen
zurückgewonnen,zurückgewinnen
gewinnst zurück,zurückgewinnen
gewinnt zurück,zurückgewinnen
gewann zurück,zurückgewinnen
beheizte,beheizen
beheiz,beheizen
beheizt,beheizen
beheize,beheizen
beheizt,beheizen
beheizt,beheizen
beheizt,beheizen
beheizte,beheizen
steckte ein,einstecken
steck ein,einstecken
steckt ein,einstecken
stecke ein,einstecken
eingesteckt,einstecken
steckst ein,einstecken
steckt ein,einstecken
steckte ein,einstecken
verhinderte,verhindern
verhindere,verhindern
verhindert,verhindern
verhindere,verhindern
verhindert,verhindern
verhinderst,verhindern
verhindert,verhindern
verhinderte,verhindern
luscherte,luschern
luschere,luschern
luschert,luschern
luschere,luschern
geluschert,luschern
luscherst,luschern
luschert,luschern
luscherte,luschern
tabuisierte,tabuisieren
tabuisier,tabuisieren
tabuisiert,tabuisieren
tabuisiere,tabuisieren
tabuisiert,tabuisieren
tabuisierst,tabuisieren
tabuisiert,tabuisieren
tabuisierte,tabuisieren
bespannte,bespannen
bespann,bespannen
bespannt,bespannen
bespanne,bespannen
bespannt,bespannen
bespannst,bespannen
bespannt,bespannen
bespannte,bespannen
änderte ab,abändern
ändre ab,abändern
ändert ab,abändern
ändre ab,abändern
abgeändert,abändern
änderst ab,abändern
ändert ab,abändern
änderte ab,abändern
exorzierte,exorzieren
exorzier,exorzieren
exorziert,exorzieren
exorziere,exorzieren
exorziert,exorzieren
exorzierst,exorzieren
exorziert,exorzieren
exorzierte,exorzieren
starrte an,anstarren
starre an,anstarren
starrt an,anstarren
starre an,anstarren
angestarrt,anstarren
starrst an,anstarren
starrt an,anstarren
starrte an,anstarren
beirrte,beirren
beirr,beirren
beirrt,beirren
beirre,beirren
beirrt,beirren
beirrst,beirren
beirrt,beirren
beirrte,beirren
strampelte,strampeln
strampel,strampeln
strampelt,strampeln
strample,strampeln
gestrampelt,strampeln
strampelst,strampeln
strampelt,strampeln
strampelte,strampeln
spezifizierte,spezifizieren
spezifiziere,spezifizieren
spezifiziert,spezifizieren
spezifiziere,spezifizieren
spezifiziert,spezifizieren
spezifizierst,spezifizieren
spezifiziert,spezifizieren
spezifizierte,spezifizieren
lärmte,lärmen
lärme,lärmen
lärmt,lärmen
lärme,lärmen
gelärmt,lärmen
lärmst,lärmen
lärmt,lärmen
lärmte,lärmen
paktierte,paktieren
paktiere,paktieren
paktiert,paktieren
paktiere,paktieren
paktiert,paktieren
paktierst,paktieren
paktiert,paktieren
paktierte,paktieren
schonte,schonen
schone,schonen
schont,schonen
schone,schonen
geschont,schonen
schonst,schonen
schont,schonen
schonte,schonen
protzte,protzen
protze,protzen
protzt,protzen
protze,protzen
geprotzt,protzen
protzt,protzen
protzt,protzen
protzte,protzen
verfasste,verfassen
verfass,verfassen
verfasst,verfassen
verfasse,verfassen
verfasst,verfassen
verfasst,verfassen
verfasst,verfassen
verfasste,verfassen
löste auf,auflösen
löse auf,auflösen
löst auf,auflösen
löse auf,auflösen
aufgelöst,auflösen
löst auf,auflösen
löst auf,auflösen
löste auf,auflösen
twitterte,twittern
twitter,twittern
twittert,twittern
twittere,twittern
getwittert,twittern
twitterst,twittern
twittert,twittern
twitterte,twittern
loste,losen
lose,losen
lost,losen
lose,losen
gelost,losen
lost,losen
lost,losen
loste,losen
stimmte ein,einstimmen
stimm ein,einstimmen
stimmt ein,einstimmen
stimme ein,einstimmen
eingestimmt,einstimmen
stimmst ein,einstimmen
stimmt ein,einstimmen
stimmte ein,einstimmen
verbrauchte,verbrauchen
verbrauche,verbrauchen
verbraucht,verbrauchen
verbrauche,verbrauchen
verbraucht,verbrauchen
verbrauchst,verbrauchen
verbraucht,verbrauchen
verbrauchte,verbrauchen
vereiste,vereisen
vereis,vereisen
vereist,vereisen
vereise,vereisen
vereist,vereisen
vereist,vereisen
vereist,vereisen
vereiste,vereisen
schmeichelte ein,einschmeicheln
schmeichle ein,einschmeicheln
schmeichelt ein,einschmeicheln
schmeichle ein,einschmeicheln
eingeschmeichelt,einschmeicheln
schmeichelst ein,einschmeicheln
schmeichelt ein,einschmeicheln
schmeichelte ein,einschmeicheln
dibberte,dibbern
dibbere,dibbern
dibbert,dibbern
dibbere,dibbern
gedibbert,dibbern
dibberst,dibbern
dibbert,dibbern
dibberte,dibbern
platzte rein,reinplatzen
platz rein,reinplatzen
platzt rein,reinplatzen
platze rein,reinplatzen
reingeplatzt,reinplatzen
platzt rein,reinplatzen
platzt rein,reinplatzen
platzte rein,reinplatzen
ackerte ab,abackern
ackere ab,abackern
ackert ab,abackern
ackere ab,abackern
abgeackert,abackern
ackerst ab,abackern
ackert ab,abackern
ackerte ab,abackern
machte hübsch,hübsch machen
mach hübsch,hübsch machen
macht hübsch,hübsch machen
mache hübsch,hübsch machen
hübsch gemacht,hübsch machen
machst hübsch,hübsch machen
macht hübsch,hübsch machen
machte hübsch,hübsch machen
renovierte,renovieren
renoviere,renovieren
renoviert,renovieren
renoviere,renovieren
renoviert,renovieren
renovierst,renovieren
renoviert,renovieren
renovierte,renovieren
bepreiste,bepreisen
bepreis,bepreisen
bepreist,bepreisen
bepreise,bepreisen
bepreist,bepreisen
bepreist,bepreisen
bepreist,bepreisen
bepreiste,bepreisen
stieße fort,fortstoßen
stoße fort,fortstoßen
stoßt fort,fortstoßen
stoße fort,fortstoßen
fortgestoßen,fortstoßen
stößt fort,fortstoßen
stößt fort,fortstoßen
stieß fort,fortstoßen
befehdete,befehden
befehd,befehden
befehdet,befehden
befehde,befehden
befehdet,befehden
befehdest,befehden
befehdet,befehden
befehdete,befehden
sähe um,umsehen
sieh um,umsehen
seht um,umsehen
sehe um,umsehen
umgesehen,umsehen
siehst um,umsehen
sieht um,umsehen
sah um,umsehen
chloroformierte,chloroformieren
chloroformier,chloroformieren
chloroformiert,chloroformieren
chloroformiere,chloroformieren
chloroformiert,chloroformieren
chloroformierst,chloroformieren
chloroformiert,chloroformieren
chloroformierte,chloroformieren
autelte,auteln
autele,auteln
autelt,auteln
autele,auteln
geautelt,auteln
autelst,auteln
autelt,auteln
autelte,auteln
grammatikalisierte,grammatikalisieren
grammatikalisier,grammatikalisieren
grammatikalisiert,grammatikalisieren
grammatikalisiere,grammatikalisieren
grammatikalisiert,grammatikalisieren
grammatikalisierst,grammatikalisieren
grammatikalisiert,grammatikalisieren
grammatikalisierte,grammatikalisieren
narrte,narren
narr,narren
narrt,narren
narre,narren
genarrt,narren
narrst,narren
narrt,narren
narrte,narren
erlöste,erlösen
erlös,erlösen
erlöst,erlösen
erlöse,erlösen
erlöst,erlösen
erlöst,erlösen
erlöst,erlösen
erlöste,erlösen
schreckte zusammen,zusammenschrecken
schreck zusammen,zusammenschrecken
schreckt zusammen,zusammenschrecken
schrecke zusammen,zusammenschrecken
zusammengeschreckt,zusammenschrecken
schreckst zusammen,zusammenschrecken
schreckt zusammen,zusammenschrecken
schreckte zusammen,zusammenschrecken
sänge,singen
singe,singen
singt,singen
singe,singen
gesungen,singen
singst,singen
singt,singen
sang,singen
streute,streuen
streue,streuen
streut,streuen
streue,streuen
gestreut,streuen
streust,streuen
streut,streuen
streute,streuen
antichambrierte,antichambrieren
antichambriere,antichambrieren
antichambriert,antichambrieren
antichambriere,antichambrieren
antichambriert,antichambrieren
antichambrierst,antichambrieren
antichambriert,antichambrieren
antichambrierte,antichambrieren
weidete,weiden
weide,weiden
weidet,weiden
weide,weiden
geweidet,weiden
weidest,weiden
weidet,weiden
weidete,weiden
annektierte,annektieren
annektier,annektieren
annektiert,annektieren
annektiere,annektieren
annektiert,annektieren
annektierst,annektieren
annektiert,annektieren
annektierte,annektieren
verzinkte,verzinken
verzink,verzinken
verzinkt,verzinken
verzinke,verzinken
verzinkt,verzinken
verzinkst,verzinken
verzinkt,verzinken
verzinkte,verzinken
wirkte mit,mitwirken
wirk mit,mitwirken
wirkt mit,mitwirken
wirke mit,mitwirken
mitgewirkt,mitwirken
wirkst mit,mitwirken
wirkt mit,mitwirken
wirkte mit,mitwirken
verhungerte,verhungern
verhungere,verhungern
verhungert,verhungern
verhungere,verhungern
verhungert,verhungern
verhungerst,verhungern
verhungert,verhungern
verhungerte,verhungern
quirlte,quirlen
quirl,quirlen
quirlt,quirlen
quirle,quirlen
gequirlt,quirlen
quirlst,quirlen
quirlt,quirlen
quirlte,quirlen
vertrödelte,vertrödeln
vertrödle,vertrödeln
vertrödelt,vertrödeln
vertrödle,vertrödeln
vertrödelt,vertrödeln
vertrödelst,vertrödeln
vertrödelt,vertrödeln
vertrödelte,vertrödeln
erstäche,erstechen
erstich,erstechen
erstecht,erstechen
ersteche,erstechen
erstochen,erstechen
erstichst,erstechen
ersticht,erstechen
erstach,erstechen
beugte,beugen
beuge,beugen
beugt,beugen
beuge,beugen
gebeugt,beugen
beugst,beugen
beugt,beugen
beugte,beugen
beauftragte,beauftragen
beauftrag,beauftragen
beauftragt,beauftragen
beauftrage,beauftragen
beauftragt,beauftragen
beauftragst,beauftragen
beauftragt,beauftragen
beauftragte,beauftragen
zwirbelte auf,aufzwirbeln
zwirble auf,aufzwirbeln
zwirbelt auf,aufzwirbeln
zwirble auf,aufzwirbeln
aufgezwirbelt,aufzwirbeln
zwirbelst auf,aufzwirbeln
zwirbelt auf,aufzwirbeln
zwirbelte auf,aufzwirbeln
schölte,schelten
schilt,schelten
scheltet,schelten
schelte,schelten
gescholten,schelten
schiltst,schelten
schilt,schelten
schalt,schelten
führte irre,irreführen
führ irre,irreführen
führt irre,irreführen
führe irre,irreführen
irregeführt,irreführen
führst irre,irreführen
führt irre,irreführen
führte irre,irreführen
vermasselte,vermasseln
vermassele,vermasseln
vermasselt,vermasseln
vermassele,vermasseln
vermasselt,vermasseln
vermasselst,vermasseln
vermasselt,vermasseln
vermasselte,vermasseln
kreditierte,kreditieren
kreditiere,kreditieren
kreditiert,kreditieren
kreditiere,kreditieren
kreditiert,kreditieren
kreditierst,kreditieren
kreditiert,kreditieren
kreditierte,kreditieren
schaute,schauen
schaue,schauen
schaut,schauen
schaue,schauen
geschaut,schauen
schaust,schauen
schaut,schauen
schaute,schauen
wiegelte auf,aufwiegeln
wiegel auf,aufwiegeln
wiegelt auf,aufwiegeln
wiegele auf,aufwiegeln
aufgewiegelt,aufwiegeln
wiegelst auf,aufwiegeln
wiegelt auf,aufwiegeln
wiegelte auf,aufwiegeln
stünde,stehen
stehe,stehen
steht,stehen
stehe,stehen
gestanden,stehen
stehst,stehen
steht,stehen
stand,stehen
verbliebe,verbleiben
verbleibe,verbleiben
verbleibt,verbleiben
verbleibe,verbleiben
verblieben,verbleiben
verbleibst,verbleiben
verbleibt,verbleiben
verblieb,verbleiben
verstaubte,verstauben
verstaube,verstauben
verstaubt,verstauben
verstaube,verstauben
verstaubt,verstauben
verstaubst,verstauben
verstaubt,verstauben
verstaubte,verstauben
nähme frei,freinehmen
nimm frei,freinehmen
nehmt frei,freinehmen
nehme frei,freinehmen
freigenommen,freinehmen
nimmst frei,freinehmen
nimmt frei,freinehmen
nahm frei,freinehmen
googelte,googeln
googele,googeln
googelt,googeln
googel,googeln
gegoogelt,googeln
googelst,googeln
googelt,googeln
googelte,googeln
bockte,bocken
bock,bocken
bockt,bocken
bocke,bocken
gebockt,bocken
bockst,bocken
bockt,bocken
bockte,bocken
hypnotisierte,hypnotisieren
hypnotisiere,hypnotisieren
hypnotisiert,hypnotisieren
hypnotisiere,hypnotisieren
hypnotisiert,hypnotisieren
hypnotisierst,hypnotisieren
hypnotisiert,hypnotisieren
hypnotisierte,hypnotisieren
fachsimpelte,fachsimpeln
fachsimpel,fachsimpeln
fachsimpelt,fachsimpeln
fachsimpele,fachsimpeln
